"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"重庆(香港)中原营销策划顾问有限公司扬子江咨询部","-","暂无","http://www.centanet.com","肖仁启 ","重庆市渝北区龙山街道龙山一路5号扬子江商务小区4栋17-13",""," ","","-","存续(在营、开业、在册)","500000500060019","57344170-0","915000005734417007","有限责任公司(台港澳法人独资)分公司","915000005734417007","房地产业","-","-","重庆市工商行政管理局","-","-","重庆市渝北区龙山街道龙山一路5号扬子江商务小区4栋17-13","房地产经纪、咨询、房地产市场咨询分析及物业管理咨询(涉及许可经营的凭许可证经营)","https://www.qichacha.com/pl_p3f9dd9dbe9ab9a0e31723ca256ac89f.html","未上传","https://www.qichacha.com/firm_291ea5ab01868657617c963493c32802.html","361344347@qq.com","2016-02-02","2011-04-20"
"重庆上邦物业管理有限公司","-","暂无","http://www.cqsbwy.com","高晓东 ","重庆市九龙坡区金凤镇海兰村海琴酒店公寓E-107"," ","","","500万人民币元","存续(在营、开业、在册)","500107000001152","66357418-7","915001076635741876","有限责任公司(法人独资)","915001076635741876","租赁和商务服务业","100-499人","500万人民币元","重庆市工商行政管理局九龙坡区分局","-","ChongqingShangbangPropertyManagementCo.,Ltd.","重庆市九龙坡区金凤镇海兰村海琴酒店公寓E-107","物业管理及咨询、超市经营管理、室内外装修施工、园林设计、园林施工(以上项目涉及许可的均须取得相关行政许可后方可经营)、停车场管理;保洁服务;水电安装;物业修缮;消防管理;防水施工;房屋中介;化粪池清掏;绿化租摆、销售(不含林木种子生产、经营);销售:花卉、五金交电、建筑材料(不含化危品)、办公设备、汽车、房屋;汽车租赁(取得相关行政许可后方可经营);会议展览服务;餐饮服务(取得相关行政许可后方可经营);服装清洗;绿化养护;绿化管理;餐饮管理;会议服务;住宿(取得相关行政许可后方可经营)。**【以上经营范围依法须经批准的项目,经相关部门批准后方可开展经营活动】","https://www.qichacha.com/pl_p392678aeab3f1ed0959b427a9a4506d.html","http://qccdata.qichacha.com/ECIScreen/32cade9196891ed3adb5790c5d2bf0c1/20170810040911223.png","https://www.qichacha.com/firm_32cade9196891ed3adb5790c5d2bf0c1.html","406950341@qq.com","2017-12-27","2007-07-11"
"","","","","","","重庆上邦物业管理有限公司是重庆腾翔实业有限公司的全资子公司，成立于2007年 8月 ，是一家具有现代管理理念，以规范化、标准化运营为特征的、服务于高端项目的专业物业管理公司。目前，公司受托管理的高尚别墅群——上邦国际社区，此项目占地面积约7500亩地，拥有18洞国际标准高尔夫球场2个。公司自成立以来，严格遵循“以人为本、服务第一”的工作宗旨，大力倡导全员意识——全员顾客、服务、管理、品牌意识。坚持把国际酒店“金钥匙”的服务理念和精髓同企业、项目实际有机地结合，让全体业主感受到“满意+惊喜”的高品质服务。并将“细节服务”和“亲情服务”作为从业人员必备的服务方式进行有效而全面的实施。持续改进，不断创新，致力打造一流的物业管理服务企业。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆长锦园林工程有限公司","-","暂无","http://www.cqylyh.com","吴长举 ","重庆市江北区兴隆路34号11-20"," ","","","200万人民币元","存续(在营、开业、在册)","500105000106020","79353964-6","915001057935396465","有限责任公司(自然人独资)","915001057935396465","水利、环境和公共设施管理业","500-999人","200万人民币元","重庆市工商行政管理局江北区分局","-","-","重庆市江北区兴隆路34号11-20","园林绿化养护及相关技术咨询;家庭服务;观叶植物租赁;种植、批发零售:植物花卉、观赏苗木、蔬菜;批发零售:园林机具、设备、工具、耗材、辅材;园林绿化工程施工(凭资质证书执业);环境治理;土壤修复;有害生物防治。**[依法须经批准的项目,经相关部门批准后方可开展经营活动]","https://www.qichacha.com/pl_p70ceff73acfa54da9b3fa05bc4684a0.html","未上传","https://www.qichacha.com/firm_e1d2ba00de4287c9b72a75637b263b61.html","暂无","2017-11-23","2006-10-23"
"","","","","","","重庆长锦园林工程有限公司是一家集园林绿化施工、养护管理，花卉苗木生产销售，观光植物租赁为一体的专业化服务公司，近年来公司以雄厚的技术，先进的设备，一流的服务，以园林绿化养护和观赏植物租赁为载体，辐射商业、地产工程等多个领域取得了长足的发展，在西南地区赢得了良好的声誉和广阔的发展空间，位列西南地区同行业前茅。公司始终坚持以市场为导向，以人才为根本，以诚信敬业，打造精品工程，做一流服务企业，多元化发展为目标，得到了业界好评，目前公司与国内外八十余家知名物业及企事业单位建立了良好的合作关系。近年来公司多元化产业更是发展迅勐，现因公司发展需要，特邀社会各界精英加盟，共谋发展。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 只要你有志创业，敢于挑战和突破自己，有良好的人品和诚信的作风，有强烈的团队合作意识，有坚韧的意志和吃苦的精神，有谦虚好学的情操和良好的沟通能力，我们将为你提供一个拓展自己，实现自己人生价值的平台，广阔发展的空间。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆六合房地产经纪有限公司","-","暂无","暂无","张怡 ","重庆市巴南区鱼洞江丰街69号商1号",""," ","","300万人民币元","存续(在营、开业、在册)","500113000368260","08467583-X","9150011308467583XJ","有限责任公司","9150011308467583XJ","租赁和商务服务业","50-99人","50万人民币元","重庆市工商行政管理局巴南区分局","-","-","重庆市巴南区鱼洞江丰街69号商1号","房地产信息咨询服务;房地产营销策划;代办房屋交易手续。(依法须经批准的项目、经相关部门批准后方可开展经营活动)***","https://www.qichacha.com/pl_p6c2387ac31b12421723e321974467f3.html","未上传","https://www.qichacha.com/firm_a7b269375c7c80036792bb7b7e6386c6.html","654732081@qq.com","2017-08-23","2013-12-09"
"重庆巨洲体育设施有限公司","-","暂无","暂无","王琼 ","重庆市九龙坡区奥体路1号附6-21-1号","\n                    公 司 简 介","","","1180万人民币元","存续(在营、开业、在册)","500901000122777","55677357-8","915001075567735782","有限责任公司","915001075567735782","制造业","50-99人","508万人民币元","重庆市工商行政管理局九龙坡区分局高新区局","-","-","重庆市九龙坡区奥体路1号附6-21-1号","体育场馆运营、维护,塑胶运动场地施工(须经审批的经营项目,取得审批后方可从事经营),制造、销售体育器材、训练健身器材,销售文化用品、日用百货、办公用品,体育场馆、体育器材租赁,体育赛事活动策划,体育咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","https://www.qichacha.com/pl_pb45a98111a25340363313669e5a8743.html","http://qccdata.qichacha.com/ECIScreen/043c9e7a28715c32d7919c7dce757c54/20180228133856517.png","https://www.qichacha.com/firm_043c9e7a28715c32d7919c7dce757c54.html","pengliyuan6@126.com","2017-12-14","2010-06-09"
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n    重庆巨洲体育实施有限公司致力于为客户提供高品质的体育器材设施，代理销售国际国内众多一线知名体育品牌，公司一直以来秉承“用心经营，诚信服务”的企业宗旨，贯彻“品质创造价值，诚信创造未来”的经营理念，结合“微笑，速度，诚信，专业”的服务宗旨，为社会提供优质产品，为员工创造发挥舞台。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n    公司主要经营：体育器材、全民健身路径、儿童游乐设施、休闲椅、保洁箱、体育工程（PVC、丙烯酸、EPDM、硅PU、木地板、人造草、橡胶跑道、塑胶跑道）等。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n   公司选择的的每项体育器材在每个系列中都是国际国内的一线品牌，是国内奥运会、亚运会、全运会官方指定器材商，是专业场馆、大中专院校的首选，我们会根据客户的不同需求配置最合理的产品结构。我们相信：一流的产品＋优秀的团队＋专业的服务＋我们的真心，将为您提供超值的产品和服务，帮助您实现产品价值最大化，为我们国家的全民健康工程奉献我们的一份力量。让我们全民的身体更健康！生活更有品质！人生更美好！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n建设：体育工程，做室内场馆：篮球场、足球场、网球排乒乓球场、室外场地：田径场、塑胶跑道、橡胶跑道、健身步道、人造草皮、 游泳场地：游泳池、水处理设备","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n材料支持：PVC、硅PU、丙烯酸、EPDM、安装采光天幕系统：","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n产品供应：体育器材、全民健身路径、儿童游乐设施、休闲椅、保洁箱","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n体育器材（球类运动器材、体操器材、攀岩器材、游泳跳水器材、重竞技器材、全民健身路径：儿童系列、中青年系列、老年系列及场馆设施。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n场馆运营管理：由公司提供专业场地维护人员和管理人员对体育场馆进行日常的管理及运营工作（安全及服务），提供体育专业人员进行指导。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n由我们公司专业的体育专业人员和管理人员对场地的运营管理和提供专业性的体育指导知识。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n                  公 司 文 化","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n企业精神：","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n自信：100-1=0，1是自信，是我们成功的基础。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n诚信：信守承诺，用心做好每一件事。勤勉：勤奋努力，脚踏实地，不避艰辛。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n合作：对内倡导沟通，对外主张互惠。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n创新：不断学习，不断超越，勇于突破、与时俱进。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n高效：快速反应、马上行动、关注细节、赢在执行。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n企业宗旨：用心经营，诚信服务。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n经营理念：品质创造价值，诚信创造未来。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n服务宗旨：微笑，速度，诚信，专业！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n团队精神：相信自己，相信团队，只要我们同心同德，我们就拥有不可战胜的力量！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","\n行为准则：我们把相互关心，相互信任，相互爱护，相互促进，共同学习，共同成长作为自己永远的行为准则。\n                ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆新世纪恒通非融资性担保有限公司","-","暂无","http://www.xsjhtdb.com","刘兰若 ","重庆市江北区建新东路249号B座3-1"," ","","","10100万人民币元","存续(在营、开业、在册)","500105000037884","67868867-0","915001056786886707","有限责任公司","915001056786886707","金融业","100-499人","10100万人民币元","重庆市工商行政管理局江北区分局","-","ChongqingDayexingGuaranteeCo.,Ltd.","重庆市江北区建新东路249号B座3-1","诉讼保全担保、投标担保、预付款担保、工程履约担保、尾付款如约偿付担保(不得从事融资性担保业务)。**(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p5274459865411675515607f23ca2955.html","未上传","https://www.qichacha.com/firm_e1ea7f4010bcb39546846e5cd6d63e70.html","31460211@qq.com","2016-08-24","2008-09-26"
"","","","","","","重庆新世纪恒通融资担保有限公司是一家专业的融资性担保机构，注册资金1亿元，公司拥有多名银行专业经营管理人员，股东实力强、专业能力强、合作渠道多。为不断扩大公司业务规模，现急需面向社会招聘业内精英，共谋发展。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 我司以助推个人消费，为中小企业发展提供多样化融资担保产品和融资服务为宗旨，服务于地方经济及拉动国内消费，同时响应重庆市政府把重庆打造为西部开放高地的目标。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆协信控股集团阿卡迪亚房地产开发有限公司","-","暂无","暂无","吴旭 ","重庆市渝中区新华路4号附1号2楼"," ","","","10000万人民币元","存续(在营、开业、在册)","500000000005166","78424061-8","91500000784240618X","有限责任公司(法人独资)","91500000784240618X","房地产业","5000-9999人","10000万人民币元","重庆市工商行政管理局","-","-","重庆市渝中区新华路4号附1号2楼","房地产开发(凭资质证书执业),销售普通机械、橡胶制品、金属材料(不含稀贵金属)、五金、交电、建筑材料及化工产品(不含危险化学品)、百货、针纺织品,商品信息咨询服务(国家法律、法规有专项规定的除外)。","https://www.qichacha.com/pl_p74c6e10f0d7e66847a5716c159c8a81.html","未上传","https://www.qichacha.com/firm_7f373203057ff34dd8c3b26ab449e913.html","zhaojing@ccsland.com.cn","2017-08-02","2006-03-14"
"","","","","","","协信集团创始于1994年6月，现已成为一家从事精品住宅开发、城市商业综合体运营、产业地产开发与物业管理的全国性的大型现代企业集团，总资产近348亿元。集团下辖重庆、上海、苏州、无锡、镇江、成都、昆明、三亚等区域房地产开发与城市综合体运营业务。集团自创立以来，依托专业、透明、规范的企业机制，高效经营、开拓创新，截止目前，累计已开发近600万平方米，待开发900万平方米，现已开发32个住宅、商业地产项目，待开发项目为18个，战略土地储备为1150万平方米。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 企业多次被评为中国房地产五十强企业，多次荣获 “中国房地产百强”、“中国房地产着名品牌”、“中国房地产诚信企业”、“重庆市百户重点私营企业”、“重庆市开发企业五十强”、 “五十佳诚信房地产企业”、“AAA级信用企业”等。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 一直以来，协信深耕巴山渝水，从精品住宅到商业地产，再到产业地产，协信已形成了涵盖各层次、各消费人群的完整产品线，为推动重庆城居生活和城市文明的进步作出了不可估量的贡献。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 随着企业不断的发展和壮大，协信的目光不仅仅局限在重庆这块土地。随着四大区域板块的日渐成型，协信已渐渐显示出布局全国的决心和战略高度。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 作为知名开发商的协信集团，必将“品质地产，品位生活”的理念发挥得更加淋漓尽致。协信的所到之处，必将留下代表“协信品质”的作品，为提升城市价值，作出巨大的贡献！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆盈泽宏实业有限公司","-","暂无","暂无","邹淑媛 ","重庆市渝中区朝千路99、101号时代天骄三楼",""," ","","13471万人民币元","存续(在营、开业、在册)","500000000005140","70935503-6","91500000709355036L","有限责任公司(法人独资)","91500000709355036L","房地产业","-","13471万人民币元","重庆市工商行政管理局","-","-","重庆市渝中区朝千路99、101号时代天骄三楼","销售普通机械、电器机械及器材、橡胶制品、金属材料、五金、交电、建筑材料和化工产品(不含危险化学品)、百货、针纺织品,商品信息咨询服务,企业管理咨询,承办经批准的文化艺术交流活动。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p62f328a4fb51d750c50dc2426b14457.html","http://qccdata.qichacha.com/ECIScreen/01da44daf0c554b8b1f9c09d497f8048/20180201123404609.png","https://www.qichacha.com/firm_01da44daf0c554b8b1f9c09d497f8048.html","wangxiaoling@ccsland.com.cn","2017-07-18","2000-09-21"
"重庆蒂斯餐饮管理有限公司","-","暂无","暂无","崔李奎 ","重庆市渝北区龙山街道松石支路468号附31号天一新城14幢1-1",""," ","","3035万人民币元","存续(在营、开业、在册)","500112008981384","MA5U7E5W-3","91500112MA5U7E5W3C","有限责任公司(自然人独资)","91500112MA5U7E5W3C","住宿和餐饮业","-","-","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区龙山街道松石支路468号附31号天一新城14幢1-1","餐饮管理;餐饮信息咨询;餐饮项目策划;企业形象策划;企业管理咨询;企业营销策划;食品经营(取得相关行政许可后,在许可范围内从事经营活动);酒店管理;物业服务一级;酒店设计;保洁服务;婚庆礼仪服务;会议服务;酒店咨询及顾问;商务信息咨询;市场营销策划;普通货运(取得相关行政许可后,在许可范围内从事经营活动);房屋租赁;楼盘销售代理;机电产品技术咨询;从事建筑相关业务(取得相关行政许可后,在许可范围内从事经营活动);园林绿化养护;销售:厨房设备、酒店用品、卫生设备及用品、陶瓷制品、玻璃制品、不锈钢制品、家用电器、办公用品、家具饰品、工艺美术品(象牙及其制品除外)、床上用品、服装、皮革制品、日用百货。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_p7cbc6d0ed34de82c736690e73bf37b1.html","未上传","https://www.qichacha.com/firm_50292b8b4de20dee9a24c370ed3ab2ba.html","暂无","2018-05-11","2016-08-24"
"重庆祁连天宝餐饮有限公司","-","暂无","暂无","王功军 ","重庆市沙坪坝区凤天大道49号附158-174号"," ","","","100万人民币元","存续(在营、开业、在册)","500106007572118","32238110-9","915001063223811092","有限责任公司(自然人独资)","915001063223811092","住宿和餐饮业","100-499人","-","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区凤天大道49号附158-174号","中餐类制售(含凉菜、不含生食海产品)。(按许可证核定期限从事经营);农副产品初加工销售(不含国家专控产品)、餐饮管理。(以上范围国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营)*","https://www.qichacha.com/pl_pd61f9b90fe4624d21ddf4615e62f0af.html","未上传","https://www.qichacha.com/firm_b025e2e54791198088a7723c53e76e32.html","暂无","2017-12-20","2014-12-10"
"","","","","","","祁连山位于中国西北河西走廊，最高海拔达6000米，共有冰川3306条，山峰终年积雪不化，融化的冰水孕育着山下几千平方公里草原。祁连山不仅拥有世界排名第一的山丹军马场，而且拥有味道鲜美的牛羊肉。位于祁连山脚的金昌溪源肉联厂花巨资从国外引进微冻设备，微冻技术保鲜程度可以让冷冻的鱼复活。（可查询：2012-04-08走近科学，冻鱼复活之谜）。并注册了“祁连天宝”。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 2014年“祁连天宝”在重庆开设分公司：重庆祁连天宝餐饮有限公司，为了让广大重庆人民品尝到天然、健康的牛羊肉并直营“祁连天宝西北风味餐厅”","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"深圳市创圳鑫地产有限公司","-","暂无","暂无","周宏 ","深圳市宝安区西乡街道柳竹社区华侨新村东堤9-10都汇大厦802室",""," ","","100万人民币元","存续（在营、开业、在册）","440301109239760","30599115-9","91440300305991159A","有限责任公司（自然人独资）","91440300305991159A","房地产业","-","-","深圳市市场监督管理局","-","-","深圳市宝安区西乡街道柳竹社区华侨新村东堤9-10都汇大厦802室","房地产经纪;房地产信息咨询(不含限制项目)。","https://www.qichacha.com/pl_p1ba88539c8723f5633ddb21b6624136.html","未上传","https://www.qichacha.com/firm_e43f675195f8dc59bffb0d7e3451f95c.html","171941413@qq.com","2017-06-14","2014-04-25"
"重庆海托置业有限公司","-","暂无","http://www.bjzetian.com","汤邵国 ","重庆市万州区新城路111号"," ","","","2000万人民币元","存续(在营、开业、在册)","500101000008962","20790644-0","915001012079064408","有限责任公司","915001012079064408","房地产业","100-499人","2000万人民币元","重庆市工商行政管理局万州区分局","-","ChongqinghaituoRealEstateCo.,Ltd.","重庆市万州区新城路111号","房地产开发、物业管理、装饰装潢工程(以上经营范围凭资质证书执业);农业开发;销售建筑材料(不含危险化学品)。","https://www.qichacha.com/pl_p00ecc705a45c8a0bd5b4ec095b726a3.html","未上传","https://www.qichacha.com/firm_f2ea0b8c891a7a12710dd3304b0c7ca7.html","cqquality@126.com","2018-02-07","1993-04-07"
"","","","","","","重庆海托置业有限公司设立于1993年，注册地址：重庆市万州区新城路海托大厦11楼，注册资本2000万元。公司拥有二级房地产开发、农业开发、股权投资等经营资质，具有超前的经营理念与多元化的项目开发及营运管理经验，拥有多家全资与控股子公司。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司利用规范的管理制度与科学的经营机制吸纳了各级高素质、精专业的管理人才，其管理团队达30余人，有中、高级专业技术类职称的占70％以上，一般管理人员均为大学本科以上学历。公司在重庆房地产行业中率先导入CIS与ISO9000管理体系，提炼以“构筑典范关爱人生”为理念，以“品质铸就品牌创新领先市场”为经营哲学，以“惟有第一才是卓越”为精神的企业品牌文化。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 在房地产方面公司致力于重点建设重庆第二大城市万州区，累计完成开发面积56万平方米，先后荣获“万州十佳房产企业”、“重庆市房地产五十强企业”、“万州区优秀企业”、“省级先进档案管理企业”、“中国房地产业诚信企业”、“重庆市银行业协会诚信信贷企业”、“巴渝杯”（省级）建筑奖与“重庆市第五届十佳住宅小区”等荣誉。公司以开发品质地产、丰富居住文化为己任，积极推进城市化建设、引导住房品质消费为目标，其战略逐渐向西南市场稳步拓展。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 在农业方面公司发展以现代高科技生态农业园为主题，将观光农业与旅游地产相结合，以国内外市场需求为定产机制，并充分与香港、台湾涉农企业紧密合作，达到高标准规划高标准建园的目标。公司现拥有新建的生态农业园区2个，一期规划总用地7063亩，总投资19789.91万元。为积极推动库区农业产业结构有序调整，加快重庆两翼农户万元增收及叁峡移民库区农业产业发展，现诚邀有识之士的加盟。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆市九龙坡区保安服务有限公司","-","暂无","http://www.cqjlba.com/","赖光建 ","重庆市九龙坡区杨家坪直港大道28号2-2号(3、4、5单元负1层)"," ","","","1000万人民币元","存续(在营、开业、在册)","500107000108110","58284691-0","915001075828469108","有限责任公司(国有独资)","915001075828469108","居民服务、修理和其他服务业","1000人以上","100万人民币元","重庆市工商行政管理局九龙坡区分局","-","-","重庆市九龙坡区杨家坪直港大道28号2-2号(3、4、5单元负1层)","门卫,巡逻,守护,随身护卫,安全检查,安全技术防范,安全风险评估,秩序维护(按许可证核定事项及期限从事经营);经营劳务派遣业务(按许可证核定事项和期限从事经营);销售:道路交通安全设施、标志和显示灯具、警用器材、安防器材(不含国家禁止或限制经营项目)、服装、消防器材、百货(不含农膜)、建材(不含化危品);设计、制作、安装、施工:收费站监控系统、票亭栏杆机、轮廓标线、反光路标、道路标线、常温标线;制作标志、标牌;物业管理、人力资源管理咨询、汽车租赁(以上项目涉及许可的均须取得相关行政许可后方可经营);有形动产租赁;房屋租赁(不含住宿服务);档案电子扫描、数字化档案处理、档案管理服务、软件销售。**[依法须经批准的项目,经相关部门批准后方可开展经营活动]","https://www.qichacha.com/pl_p15855d704bb2e23c079728f98d0fa9c.html","http://qccdata.qichacha.com/ECIScreen/bc33765e966b80bd905666012975aafa/20180706155005594.png","https://www.qichacha.com/firm_bc33765e966b80bd905666012975aafa.html","279082478@qq.com","2017-12-08","2011-09-27"
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆雅凯餐饮娱乐有限公司","-","暂无","暂无","谭中明 ","重庆市渝北区双龙大道218号(奥蓝酒店内)",""," ","","3万人民币元","存续(在营、开业、在册)","500112000064119","69124561-2","915001126912456125","有限责任公司","915001126912456125","租赁和商务服务业","100-499人","3万人民币元","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区双龙大道218号(奥蓝酒店内)","歌舞娱乐(KTV)(按许可证核准的范围、有效期限从事经营);餐饮管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_pb01009af9798d430fb80922e75a84da.html","未上传","https://www.qichacha.com/firm_da3b6461cea5002a307a825582f6df76.html","411721977@qq.com","2017-11-15","2009-08-06"
"惠州大亚湾其易房网发展有限公司花城湾分公司","-","暂无","暂无","李想 ","惠州大亚湾西区龙山八路9号盛业豪园49号房",""," ","","-","存续","441300000337410","35125211-1","91441300351252111H","有限责任公司分公司(法人独资)","91441300351252111H","房地产业","-","-","惠州大亚湾经济技术开发区市场监督管理局","-","-","惠州大亚湾西区龙山八路9号盛业豪园49号房","房地产经纪服务;企业管理服务;室内装潢装饰。(依法须经批准的项目,经相关部门批准后方可开展经营活动)〓","https://www.qichacha.com/pl_p93ae98d2f9a0eaedf1c074e8cb29d62.html","http://qccdata.qichacha.com/ECIScreen/f6fadece1cb75dbb7e879d3f10a1476a/20170923000029023.png","https://www.qichacha.com/firm_f6fadece1cb75dbb7e879d3f10a1476a.html","暂无","2017-03-06","2015-08-13"
"重庆洛克大通管业有限公司","-","暂无","http://www.cqlkdt.com","高大威 ","重庆市合川区南办处堰口村二社"," ","","","2000万人民币元","存续(在营、开业、在册)","500382000025506","58892980-5","91500117588929805E","有限责任公司","91500117588929805E","制造业","-","2000万人民币元","重庆市工商行政管理局合川区分局","-","-","重庆市合川区南办处堰口村二社","涂塑钢管、塑胶管道、热浸塑钢管、建筑材料(不含化学危险品)、装饰材料(不含化学危险品)生产,钢管、快速连接件、建材(不含化学危险品)、五金销售。(法律、行政法规禁止的不得经营,法律、行政法规限制的取得许可或审批后经营)**","https://www.qichacha.com/pl_pe3ffa87b565e5950ae85e174e2fab81.html","未上传","https://www.qichacha.com/firm_698440714153669be135cd242fadc10f.html","暂无","2016-09-26","2012-01-12"
